"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master analyse et politique économique","Sciences Humaines et sociales","Economie","Formation généraliste à la recherche en économie théorique et appliquée. Master qui vise à transmettre aux étudiants, pendant l'année de formation fondamentale, des connaissances générales et des outils techniques en micro et macro-économie, en économétrie, et à les initier par étapes aux méthodes de recherche.","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/master-analyse-et-politique-economique-ape ","Oui","Non indiqué","Environnemental policy","Non indiqué","Optionnel","Non indiqué","Non indiqué","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master politique publique et développement","Sciences Humaines et sociales","Administration","Master qui forme des experts dans le domaine de la conception, l'analyse et l'évaluation de l'action publique, tant dans les pays développés que dans les pays en développement.","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/master-ppd-politique-publique-developpement ","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Aucune information disponible en ligne sur le contenu des cours (le lien vers la brochure du master ne fonctionne pas).","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master of Science Economic Decision and Cost Benefit Analysis ","Sciences Humaines et sociales","Economie","Formation d'excellence en calcul économique. Formation analytique à l'évaluation économique des projets d'investissement.","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/en/msc-economic-decision-and-cost-benefit-analysis-edcba ","Non indiqué","Non indiqué","Environment and climate change economics ","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master of Science Economic Decision and Cost Benefit Analysis ","Sciences Humaines et sociales","Economie","Formation d'excellence en calcul économique. Formation analytique à l'évaluation économique des projets d'investissement.","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/en/msc-economic-decision-and-cost-benefit-analysis-edcba ","Non indiqué","Non indiqué","Energy Economics ","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master of Science Economic Decision and Cost Benefit Analysis ","Sciences Humaines et sociales","Economie","Formation d'excellence en calcul économique. Formation analytique à l'évaluation économique des projets d'investissement.","Bac+4","Bac+5","1.0","Non indiqué","http://www.enpc.fr/en/msc-economic-decision-and-cost-benefit-analysis-edcba ","Non indiqué","Non indiqué","Water, sanitation and waste management economics ","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Advanced Master in Computational Design, Digital Manufacturing and Building Technologies","Sciences, Technologie, Santé","Design","Formation qui offre une culture transdisciplinaire du design informatique et une connaissance approfondie des technologies de pointe dans les domaines de l'architecture paramétrique, de la robotique, de la fabrication numérique et impression 3D pour l'industrie de la construction.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/design-by-data ","Non","Non","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé Immobilier et bâtiments durables, transitions énergétique et numérique","Sciences, Technologie, Santé","Construction","Formation qui articule la culture de l’immobilier, fondée sur le droit et la finance, et la culture du bâtiment, fondée sur l’architecture et les sciences de l’ingénieur, sous l’égide du développement durable.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialise-ibd-immobilier-batiment-durables ","Non indiqué","Oui","Transition énergétique, 3ème révolution industrielle, immobilier, bâtiment","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé Immobilier et bâtiments durables, transitions énergétique et numérique","Sciences, Technologie, Santé","Construction","Formation qui articule la culture de l’immobilier, fondée sur le droit et la finance, et la culture du bâtiment, fondée sur l’architecture et les sciences de l’ingénieur, sous l’égide du développement durable.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialise-ibd-immobilier-batiment-durables ","Non indiqué","Non indiqué","Immobilier, bâtiment, quartier et ville durable","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Conception intégrée et cycle de vie du bâtiment et des infrastructures","Sciences, Technologie, Santé","Construction","Former des professionnels à manager un projet dans un contexte de maquette numérique et à utiliser le BIM pour concevoir de façon intégrée des projets de construction et d’exploitation de bâtiments neufs, existants, ou de rénovation, en prenant en compte, dans une approche « Constructibilité », les contraintes et modèles des différents acteurs, en particulier les exigences énergétiques et environnementales.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialise-bim-conception-integree-cycle-vie-batiment-infrastructures","Non indiqué","Non indiqué","Territoire, Environnement, Infrastructures","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Aménagement et maîtrise d'ouvrage urbaine","Sciences, Technologie, Santé","Construction","Master qui forme des professionnels de l'aménagement territorial.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialiser-amenagement-et-maitrise-douvrage-urbaine-amur ","Oui","Non","Villes, Territoires et Technologies XIX-XXI siècles ","Territoires, technologies et environnement, ville durable.","Non indiqué","3.0","39.0","La présence en cours et une participation active à la discussion formeront la moitié de la note. L'autre moitié sera liée à la rédaction d'un court mémoire de réflexion sur l'un des sujets abordés dans le cours, mémoire qui sera à rendre un mois après la dernière séance.","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Aménagement et maîtrise d'ouvrage urbaine","Sciences, Technologie, Santé","Construction","Master qui forme des professionnels de l'aménagement territorial.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialiser-amenagement-et-maitrise-douvrage-urbaine-amur ","Oui","Non","Développement durable et territoires","Concept de développement durable, acteurs et conduite de projets d'aménagement urbain durable","Non indiqué","2.0","21.0","Par groupes, exposé et mini mémoire comparant des problèmes stratégies de développement durable de deux territoires (Pékin/Los Angeles, Shanghai/Hong Kong, Ile de France/Londres, …)","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Master spécialisé - Ingénierie et management des smart cities","Sciences, Technologie, Santé","Aménagement du territoire","Former des experts capables de développer des offres intégrées et d’accompagner, partout dans le monde, la mise en œuvre de projets innovants de Smart Cities : villes intelligentes, durables, digitales, attractives, peu coûteuses en ressources, et décarbonées, à l’échelle d’un quartier ou d’un territoire plus vaste.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialiser-ingenierie-et-management-des-smart-cities ","Non","Non","","","","","","","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Génie urbain et technologies de l'information","Sciences, Technologie, Santé","Urbanisme","Forme à l’utilisation des technologies de l’information et de la communication dans la gestion et le management des villes.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialiser-urbanticr-genie-urbain-et-technologies-de-linformation ","Non indiqué","Non indiqué","Ville durable","Non indiqué","Obligatoire","3.0","20.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Génie urbain et technologies de l'information","Sciences, Technologie, Santé","Urbanisme","Forme à l’utilisation des technologies de l’information et de la communication dans la gestion et le management des villes.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialiser-urbanticr-genie-urbain-et-technologies-de-linformation ","Non indiqué","Non indiqué","Eau, déchets et énergies","Non indiqué","Obligatoire","7.0","60.0","Non indiqué","Aucune information disponible à l'exception du nom du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Décision et systèmes d'information géolocalisée","Sciences, Technologie, Santé","Informatique","Apporter aux professionnels l’expertise indispensable pour commanditer, concevoir, mettre en œuvre et piloter des systèmes décisionnels intégrant la dimension spatiale","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialise-desigeo-decision-systemes-information-geolocalisee ","Non","Non","","","","","","","Aucune information disponible à l'exception du nom du cours.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Génie civil européen","Sciences, Technologie, Santé","Construction","Cette formation est destinée aux ingénieurs qui souhaitent une spécialisation de haut niveau dans les domaines suivants : conception générale et dimensionnement des structures, maintenance et sécurité des ouvrages de génie civil et de bâtiment, propriétés des matériaux et leur incidence sur les impacts environnementaux des constructions, analyse du cycle de vie.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialiser-genie-civil-europeen-gce ","Non","Non","","","","","","","Aucune information disponible à l'exception du nom du cours.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Génie civil des grands ouvrages pour l'énergie","Sciences, Technologie, Santé","Construction","Former au pilotage de projets de conception et de construction des grands ouvrages pour la production et le stockage d’énergie : centrales nucléaires, barrages, structures offshore, énergies renouvelables.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialiser-genie-civil-des-grands-ouvrages-pour-lenergie-gcgoe ","Improbable","Oui","Energie, réduction et modification de la consommation","Problèmes énergétiques globaux, efficacité énergétique, maîtrise de la demande en énergie, énergies renouvelables, etc.","Non indiqué","2.0","21.0","3 rapports de projets (coefficient 1 chacun). ","Cours qui semble bien poser les enjeux de la formation.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Génie civil des grands ouvrages pour l'énergie","Sciences, Technologie, Santé","Construction","Former au pilotage de projets de conception et de construction des grands ouvrages pour la production et le stockage d’énergie : centrales nucléaires, barrages, structures offshore, énergies renouvelables.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialiser-genie-civil-des-grands-ouvrages-pour-lenergie-gcgoe ","Improbable","Oui","Ouvrages, énergie et risques","Donner aux élèves une culture générale leur permettant d'être initiés, dans un contexte pluridisciplinaire, à la complexité des problèmes posés par la conception, la réalisation, le fonctionnement,la sûreté et la maintenance des ouvrages destinés à la production d'énergie (barrages, centrales nucléaires, énergies fossiles et renouvelables marines). ","Non indiqué","3.0","39.0","Polycopiés barrages; copie des transparents.","","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Système de transports ferroviaires et urbains","Sciences, Technologie, Santé","Transports","Acquérir une vision d'ensemble des systèmes de transports ferroviaires et urbains, tout en intégrant les aspects techniques, économiques, institutionnels et réglementaires (français et européens).","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialise-systemes-transports-ferroviaires-urbains ","Non","Non","","","","","","","Aucune information disponible à l'exception de l'intitulé du cours.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Smart mobility","Sciences, Technologie, Santé","Transports","Le Mastère Spécialisé® Smart Mobility propose une formation de haut niveau technique et managérial qui aborde notamment : l’organisation des systèmes de mobilité, les systèmes de transport, les possibilités ouvertes par le traitement de l’information, la conception et le management des services de mobilité.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialise-smart-mobility ","Non","Non","","","","","","","Aucune information disponible à l'exception de l'intitulé du cours.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Supply chain design and management","Sciences, Technologie, Santé","Management","Le Mastère Spécialisé® répond à une demande exigeante et évolutive et propose de : former des cadres qui maîtrisent les bases méthodologiques, instrumentales et pratiques de la supply chain, promouvoir la maîtrise des approches modernes d’organisation logistique et des outils associés, développer des aptitudes à l’analyse et à la formalisation de systèmes business logistiques complexes, tout en intégrant les exigences de l’entreprise.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialiser-supply-chain-design-management ","Non","Non","","","","","","","Aucune information disponible à l'exception de l'intitulé du cours.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Advanced master in infrastructure project finance","Sciences, Technologie, Santé","Finance","Fournir aux étudiants des connaissances multidisciplinaires sur différents domaines d'expertise en ingénierie, finance et droit appliqués au financement de projets d'infrastructures complexes. ","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialise-infrastructure-project-finance ","Non","Non","","","","","","","Aucune information disponible à l'exception de l'intitulé du cours.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Action publique avancée Maroc","Sciences, Technologie, Santé","Action publique","Formation complémentaire à ses participants, tremplin vers des métiers à haut niveau de responsabilité, dans les domaines suivants : expertise socio-économique, développement rural, aménagement du territoire, environnement, transports, énergie, logement, agriculture, ville durable, météorologie, eau, mer. ","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialise-action-publique-avancee-maroc ","Improbable","Non","","","","","","","Sur le site internet, il est indiqué que le thème du développement durable est abordé dans la formation mais les intitulés des enseignements ne sont pas disponibles.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Politiques et actions publiques pour le développement durable. Paquet Droit","Sciences, Technologie, Santé","Politiques publiques","La formation se propose de répondre aux grands objectifs suivants : développer une grille d’analyse transversale de différents systèmes socio-économiques, se familiariser avec les différentes échelles d’action, locale, nationale, européenne ou mondiale, développer une culture de l’évaluation comme condition d’une plus grande durabilité de l’intervention publique.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialise-papdd-politiques-actions-publiques-developpement-durable ","Oui","Non indiqué","Droit de l'environnement, droit de l'alimentation, droit rural et forestier","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Aucune information disponible à l'exception de l'intitulé du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Politiques et actions publiques pour le développement durable. Paquet Economie et finance","Sciences, Technologie, Santé","Politiques publiques","La formation se propose de répondre aux grands objectifs suivants : développer une grille d’analyse transversale de différents systèmes socio-économiques, se familiariser avec les différentes échelles d’action, locale, nationale, européenne ou mondiale, développer une culture de l’évaluation comme condition d’une plus grande durabilité de l’intervention publique.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialise-papdd-politiques-actions-publiques-developpement-durable ","Oui","Non indiqué","Economie du développement durable","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Aucune information disponible à l'exception de l'intitulé du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"Ecole_formant_des_élèves_fonctionnaires_ingénieurs","Ponts ParisTech","Mastère spécialisé - Politiques et actions publiques pour le développement durable. Paquet Transdisciplinaire","Sciences, Technologie, Santé","Politiques publiques","La formation se propose de répondre aux grands objectifs suivants : développer une grille d’analyse transversale de différents systèmes socio-économiques, se familiariser avec les différentes échelles d’action, locale, nationale, européenne ou mondiale, développer une culture de l’évaluation comme condition d’une plus grande durabilité de l’intervention publique.","Bac+5","Bac+6","1.0","Non indiqué","http://www.enpc.fr/mastere-specialise-papdd-politiques-actions-publiques-developpement-durable ","Oui","Non indiqué","Evaluation environnementale","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Non indiqué","Aucune information disponible à l'exception de l'intitulé du cours donc difficile de se faire une idée du contenu de cet enseignement.","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
"","","","","","","","","","","","","","","","","","","","","1.0"
